"#user_id","#account_id","#distinct_id",$part_event,"#event_time",$part_date,"#lib_version",role_level,"#ip","#data_source",package_id,"#lib","#city",role_id,"#country_code","#province",server_id,role_name,channel_id,server_name,sdk_udid,sdk_open_id,"#country",sdk_adid,app_version,net_type,res_version,dev_version,dev_type,steel_plant,total_recharge_usd,role_ap,missile_factory_lv,remain_rare_earth,naval_academy_lv,manu_factory_lv,oil_plant,role_bp,total_recharge_times,headquarters_lv,server_zone_offset,total_online_time,coastal_comand_lv,total_login_days,vip_level,power_plant,remain_power,remain_steel,remain_oil,torpedo_factory_lv,vip_exp,server_alive_days,faction_name,aircraft_factory_lv,warehouse_lv,world_progress_ptase,remain_diamond,dev_model,event_time,base_coordinate,base_seas_id,faction_level,faction_exp,empire_stage_id,expedition_stage_id,current_server_id,total_recharge_cny
1468452641158737920,9000310004547,9000310004547,role_create,2026-02-04 03:46:20.046,2026-02-04,3.0.0,1,115.160.34.51,Import_Tools,134,tga_java_sdk,Sancheong,9000310004547,KR,庆尚南道,31,,6,S31,uar_11b78bb0033b31ae0b282a72bf9580ac,ac836fd7235440e77d935da7842e043e,韩国,7cf9cd8a6145b347677709e9b9abbb77,1.0.31,WIFI,16.2.3,Android OS 13 / API-33 (TP1A.220624.014/N986NKSSAHYH1),Android,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,samsung SM-N986N,2026-02-04 03:46:20.046,"{""right"":442,""left"":233}",3,1,42430,2024,0,31,
1468481842519748612,9000310004567,9000310004567,role_create,2026-02-04 05:42:09.346,2026-02-04,3.0.0,1,133.106.140.209,Import_Tools,131,tga_java_sdk,涩谷区,9000310004567,JP,东京都,31,,6,S31,uar_d2602cf629496edc56a1b95570237143,c2fdf30a0e0d2a725dbacdc834d71461,日本,01c1842d54320ca1268ffccd52255bd0,1.0.32,5G,16.2.3,Android OS 16 / API-36 (BP2A.250605.031.A3/2601081654),Android,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,Nothing A001,2026-02-04 05:42:09.346,"{""right"":435,""left"":211}",3,1,42660,2024,0,31,
1468483478742904832,9000310004570,9000310004570,role_create,2026-02-04 05:48:53.897,2026-02-04,3.0.0,1,14.10.33.192,Import_Tools,129,tga_java_sdk,东大阪市,9000310004570,JP,大阪府,31,,9,S31,uios_1770155283a57o5wn7eu0u1mss4,388be0226e951172e5e3d2ea7a27d9be,日本,,0.1.26,WIFI,16.2.3,iOS 26.2.1,IPhonePlayer,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,"iPhone17,2",2026-02-04 05:48:53.897,"{""right"":281,""left"":95}",11,1,50440,2021,0,31,
1468464351974277122,9000310004552,9000310004552,role_create,2026-02-04 04:32:34.178,2026-02-04,3.0.0,1,153.243.52.11,Import_Tools,129,tga_java_sdk,八王子市,9000310004552,JP,东京都,31,,9,S31,uios_1770150703eb731hstj1snfr3qf,31f912d1b7bd64874326b249d071924e,日本,,0.1.26,WIFI,16.2.3,iOS 26.3,IPhonePlayer,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,"iPhone14,8",2026-02-04 04:32:34.178,"{""right"":470,""left"":5}",1,1,48440,2064,0,31,
1468447365072433152,8000310000573,8000310000573,role_create,2026-02-04 03:25:13.617,2026-02-04,3.0.0,1,152.56.166.246,Import_Tools,113,tga_java_sdk,孟买,8000310000573,IN,马哈拉施特拉邦,31,,6,S31,uar_78d6327bd581da55f2a48df83358747c,54354ac52474279b9b0bcff0176dd06d,印度,4affce15138c80984610106f01ed0085,1.0.31,5G,16.2.3,Android OS 15 / API-35 (AP3A.240905.015.A2/145008),Android,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,INFINIX Infinix X6871,2026-02-04 03:25:13.617,"{""right"":494,""left"":213}",3,1,41600,2024,0,31,
1468485239583027202,9000310004572,9000310004572,role_create,2026-02-04 05:55:33.047,2026-02-04,3.0.0,1,180.221.103.116,Import_Tools,129,tga_java_sdk,大阪市,9000310004572,JP,大阪府,31,,9,S31,uios_17701556815e0ov7ayv2sljhg9e,96427321b91a1251660e73b67634b5f7,日本,d398a55435bf51c1ab41d30c4cb28b2a,0.1.26,WIFI,16.2.3,iOS 26.2.1,IPhonePlayer,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,"iPhone18,1",2026-02-04 05:55:33.047,"{""right"":481,""left"":1}",1,1,42330,2011,0,31,
1468450510796234760,9000310004545,9000310004545,role_create,2026-02-04 03:37:59.005,2026-02-04,3.0.0,1,1.11.107.61,Import_Tools,134,tga_java_sdk,瑞山市,9000310004545,KR,忠清南道,31,,6,S31,uar_2100a0e9c2cf6197d7415b8caf7b482b,b4ea6be28758d2e9c6bf45114e2d8fce,韩国,265c20bdaddaa8278a20e1afb5cfb920,1.0.31,WIFI,16.2.3,Android OS 16 / API-36 (BP2A.250605.031.A3/S938NKSS7BYLR),Android,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,samsung SM-S938N,2026-02-04 03:37:59.005,"{""right"":299,""left"":56}",11,1,42070,2106,0,31,
1468477313107640322,6000310001472,6000310001472,role_create,2026-02-04 05:24:24.427,2026-02-04,3.0.0,1,123.20.242.194,Import_Tools,84,tga_java_sdk,胡志明市,6000310001472,VN,胡志明市,31,,6,S31,uar_0f4947d55088785341cf5bdde2e3931a,00035cb44360b49248c43382e5194c82,越南,fc1f671240e032fad3346c9e072a4cbd,2.2.49,WIFI,16.2.3,Android OS 15 / API-35 (AP3A.240617.008/U.R4T2.21c4f71-2),Android,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,OPPO CPH2603,2026-02-04 05:24:24.427,"{""right"":406,""left"":59}",1,1,49320,2024,0,31,
1468445585500553216,9000310004543,9000310004543,role_create,2026-02-04 03:18:13.667,2026-02-04,3.0.0,1,210.204.127.45,Import_Tools,134,tga_java_sdk,Seogwipo,9000310004543,KR,济州特别自治道,31,,6,S31,uar_4bb26dd111b65a948fe6275eeb9f781e,b2942d0152cb5f8bdb2c9dd1f20427db,韩国,2353074e9a60f753294b3091ab058061,1.0.31,WIFI,16.2.3,Android OS 13 / API-33 (TP1A.220624.014/N986NKSSAHYH1),Android,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,samsung SM-N986N,2026-02-04 03:18:13.667,"{""right"":406,""left"":251}",3,1,48230,2056,0,31,
1468485105134604292,9000310004571,9000310004571,role_create,2026-02-04 05:55:16.497,2026-02-04,3.0.0,1,211.234.226.241,Import_Tools,134,tga_java_sdk,首尔,9000310004571,KR,首尔特别市,31,,6,S31,uar_e829f887bc894aa682ac9dde02e20abe,564cc618b31f07d335f77249bd6a1974,韩国,568230cc52bc797abb4130caf8ae2012,1.0.31,5G,16.2.3,Android OS 16 / API-36 (BP2A.250605.031.A3/S938NKSS7BYLR),Android,,0,100,0,0,0,0,,0,0,0,8,0,0,0,0,,15000,20000,10000,0,0,6,0,0,0,5,0,samsung SM-S938N,2026-02-04 05:55:16.497,"{""right"":448,""left"":48}",1,1,42330,2045,0,31,
